"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"392","4655627","2019","Labor","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","No Difference","No Difference","Climate","Refugees","Associate Diploma","Female",67,"ESB","No Religion","Working","Major City","60,001-70,000","3198"
"393","4659032","2016","Labor","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Labor","No Difference","Labor","No Difference","Liberal","Labor","No Difference","Labor","Labor","Liberal","Superannuation","Health","Undergraduate","Male",57,"Australia","Anglican","Middle","Major City",">180,000","3152"
"394","4659032","2019","Labor","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Liberal","No Difference","Economy","Superannuation","Associate Diploma","Male",60,"Australia","Anglican","Middle","Major City","110,001-120,000","3152"
"395","4663299","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","No Difference","Labor","Labor","Environment","Refugees","Postgraduate","Male",54,"Australia","No Religion","Middle","Major City","120,001-130,000","3930"
"396","4663299","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Climate","Refugees","Postgraduate","Male",57,"Australia","No Religion","Middle","Major City","130,001-140,000","3930"
"397","4699880","2019","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Liberal","Labor","No Difference","Labor","Labor","Liberal","Health","Education","Trade","Male",61,"Australia","No Religion","None","Major City","50,001-60,000","3127"
"398","4704498","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Labor","Labor","Labor","Labor","No Difference","No Difference","Labor","Labor","No Difference","No Difference","Education","Refugees","Postgraduate","Female",37,"Australia","Roman Catholic","Middle","Major City",">180,000","3088"
"399","4709267","2016","Labor","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","No Difference","Labor","Labor","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","Superannuation","Health","Associate Diploma","Female",50,"Australia","Roman Catholic","Middle","Major City","60,001-70,000","3199"
"400","4712504","2016","Labor","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Health","Economy","No Qualification","Female",64,"NESB","Roman Catholic","Working","Large Town","50,001-60,000","3337"
"401","4712504","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Taxation","Economy","No Qualification","Female",67,"NESB","Roman Catholic","Working","Major City","20,001-25,000","3337"
"402","4716224","2016","Labor","Extremely Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Taxation","Health","Undergraduate","Male",57,"Australia","Roman Catholic","Middle","Major City","30,001-35,000","3156"
"403","4718016","2019","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Environment","Health","No Qualification","Female",54,"Australia","No Religion","Working","Major City","60,001-70,000","3810"
"404","4735444","2016","Labor","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","Labor","Environment","Economy","Postgraduate","Male",67,"Australia","No Religion","Middle","Large Country Town","25,001-30,000","3465"
"405","4754329","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Health","Postgraduate","Male",66,"ESB","No Religion","Middle","Major City","150,001-160,000","3137"
"406","4754329","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Education","Postgraduate","Male",69,"ESB","No Religion","Middle","Rural","130,001-140,000","3137"
"407","4761931","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","Liberal","No Difference","Environment","Education","No Qualification","Male",63,"Australia","No Religion","Middle","Major City","80,001-90,000","3081"
"408","4761931","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Liberal","Labor","Climate","Environment","No Qualification","Male",66,"Australia","No Religion","None","Major City","15,001-20,000","3081"
"409","4765752","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","No Difference","Labor","No Difference","Refugees","Climate","Postgraduate","Female",53,"Australia","No Religion","Middle","Major City","110,001-120,000","3016"
"410","4791312","2019","Labor","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Labor","Labor","No Difference","No Difference","Environment","Climate","Postgraduate","Female",67,"Australia","Anglican","Middle","Rural","70,001-80,000","3658"
"411","4792821","2016","Labor","Quite Important","Not Very Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Climate","Environment","Postgraduate","Female",53,"Australia","No Religion","Middle","Major City","160,001-180,000","3056"
"412","4800005","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Health","Education","Non-Trade","Male",70,"Australia","Anglican","Middle","Major City","110,001-120,000","3040"
"413","4800005","2019","Labor","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","No Difference","Labor","Labor","Labor","No Difference","Labor","Education","Economy","Non-Trade","Male",73,"Australia","Anglican","Working","Major City","80,001-90,000","3040"
"414","4800485","2016","Labor","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","No Difference","No Difference","Labor","No Difference","Liberal","No Difference","No Difference","No Difference","No Difference","Liberal","Health","Refugees","Bachelor","Female",36,"Australia","No Religion","Middle","Major City","130,001-140,000","3113"
"415","4850183","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Taxation","Bachelor","Female",23,"Australia","No Religion","Middle","Major City","150,001-160,000","3095"
"416","4910001","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","No Difference","Labor","Liberal","Environment","Education","Associate Diploma","Male",51,"Australia","No Religion","Working","Large Country Town","120,001-130,000","3429"
"417","4923339","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","Labor","Health","Education","Postgraduate","Female",73,"Australia","No Religion","Middle","Major City","70,001-80,000","3144"
"418","4923339","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Health","Education","Postgraduate","Female",76,"Australia","No Religion","Middle","Major City","80,001-90,000","3144"
"419","4925689","2016","Labor","Not Very Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Refugees","Education","No Qualification","Male",24,"Australia","No Religion","Middle","Major City","45,001-50,000","3079"
"420","4925689","2019","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","Labor","Climate","Education","Bachelor","Male",27,"Australia","No Religion","Working","Major City","50,001-60,000","3079"
"421","4926855","2019","Labor","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Liberal","Labor","Labor","No Difference","Liberal","Labor","No Difference","No Difference","Liberal","Liberal","Health","Economy","Bachelor","Female",46,"Australia","Roman Catholic","Working","Major City","110,001-120,000","3752"
"422","4966153","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Quite Important","No Difference","Liberal","Labor","No Difference","Liberal","Labor","Liberal","Liberal","Liberal","Labor","Immigration","Refugees","Trade","Male",64,"Australia","Roman Catholic","Working","Major City","45,001-50,000","3219"
"423","4966153","2019","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Economy","Immigration","Trade","Male",67,"Australia","Roman Catholic","Middle","Major City","50,001-60,000","3219"
"424","4970360","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Environment","No Qualification","Female",70,"Australia","Roman Catholic","Middle","Major City","60,001-70,000","3056"
"425","4986680","2016","Labor","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Climate","Debt","Associate Diploma","Male",54,"ESB","No Religion","Middle","Major City","110,001-120,000","3031"
"426","4986680","2019","Labor","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","No Difference","No Difference","Labor","Labor","Labor","No Difference","No Difference","Health","Refugees","Associate Diploma","Male",57,"ESB","No Religion","Working","Major City","110,001-120,000","3031"
"427","5033753","2019","Labor","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Liberal","Labor","No Difference","Labor","No Difference","Labor","Labor","Labor","Labor","Liberal","Health","Education","Bachelor","Male",68,"Australia","No Religion","Middle","Major City",">180,000","3095"
"428","5034304","2016","Labor","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Labor","Liberal","Labor","Labor","Liberal","Labor","Liberal","No Difference","No Difference","Liberal","Taxation","Health","Postgraduate","Male",47,"NESB","Roman Catholic","Middle","Major City","100,001-110,000","3976"
"429","5054221","2016","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Health","Economy","Postgraduate","Male",51,"NESB","Muslim","Working","Major City","40,001-45,000","3076"
"430","5054221","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","No Difference","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Health","Education","Postgraduate","Male",54,"NESB","Muslim","Working","Major City","80,001-90,000","3076"
"431","5061695","2019","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Environment","Postgraduate","Female",65,"Australia","No Religion","Middle","Rural","70,001-80,000","3956"
"432","5090689","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Environment","Climate","Postgraduate","Male",41,"NESB","Roman Catholic","Middle","Major City",">180,000","3052"
"433","5092281","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Refugees","Postgraduate","Female",74,"Australia","No Religion","Middle","Major City","15,001-20,000","3350"
"434","5092281","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Climate","Postgraduate","Female",77,"Australia","No Religion","Working","Major City","20,001-25,000","3350"
"435","5101346","2019","Labor","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Economy","Health","Postgraduate","Female",44,"Australia","Roman Catholic","Working","Major City","80,001-90,000","3810"
"436","5124797","2016","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Health","Education","Bachelor","Female",40,"Australia","No Religion","Middle","Rural","140,001-150,000","3540"
"437","5124797","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Health","Environment","Bachelor","Female",43,"Australia","Roman Catholic","Middle","Rural","150,001-160,000","3540"
"438","5146713","2016","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Liberal","Labor","Taxation","Environment","Bachelor","Male",24,"Australia","No Religion","Middle","Major City","25,001-30,000","6020"
"439","5146713","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Taxation","Postgraduate","Male",27,"Australia","Anglican","Middle","Major City","20,001-25,000","6020"
"440","5170258","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Labor","No Difference","Education","Taxation","Bachelor","Male",58,"Australia","Roman Catholic","Working","Major City","80,001-90,000","6103"
"441","5222742","2016","Labor","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Labor","Liberal","Liberal","No Difference","Liberal","Labor","Labor","Liberal","Liberal","Liberal","Climate","Economy","No Qualification","Male",64,"ESB","Presbyterian","Middle","Major City","25,001-30,000","6062"
"442","5233775","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Taxation","Non-Trade","Female",34,"Australia","No Religion","Middle","Large Town","100,001-110,000","6230"
"443","5233775","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","No Difference","Labor","Labor","No Difference","No Difference","Labor","No Difference","Taxation","Environment","Bachelor","Female",37,"Australia","No Religion","Working","Large Town",">180,000","6230"
"444","5235613","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Liberal","Labor","No Difference","Labor","Liberal","No Difference","Climate","Environment","Bachelor","Female",70,"Australia","No Religion","Middle","Rural","70,001-80,000","6282"
"445","5273242","2016","Labor","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","No Difference","No Difference","No Difference","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Health","Refugees","Trade","Male",61,"Australia","No Religion","Working","Major City","50,001-60,000","6056"
"446","5327606","2016","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Climate","Education","Undergraduate","Male",60,"Australia","No Religion","Middle","Major City","50,001-60,000","6056"
"447","5329373","2016","Labor","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Refugees","Immigration","Postgraduate","Female",59,"Australia","No Religion","Middle","Major City","<10,000","6151"
"448","5421748","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Economy","Bachelor","Male",46,"Australia","Roman Catholic","Middle","Major City","90,001-100,000","6082"
"449","5421748","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","No Difference","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","No Difference","No Difference","Education","Environment","Bachelor","Male",49,"Australia","Roman Catholic","Working","Rural","100,001-110,000","6082"
"450","5422568","2019","Labor","Extremely Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Labor","Liberal","Labor","Labor","Liberal","Labor","Labor","Labor","Liberal","Liberal","Climate","Health","No Qualification","Male",31,"Australia","No Religion","Middle","Major City","70,001-80,000","6170"
"451","1009513","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Climate","Trade","Male",81,"Australia","Presbyterian","Working","Major City","15,001-20,000","2609"
"452","1015480","2019","Coalition","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","Labor","No Difference","No Difference","Liberal","Labor","Liberal","Liberal","Superannuation","Economy","Non-Trade","Male",73,"Australia","No Religion","Middle","Major City",">180,000","2602"
"453","1023339","2016","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy","Trade","Male",42,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","2614"
"454","1023339","2019","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt","Trade","Male",45,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","2614"
"455","1027502","2019","Coalition","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Environment","Climate","Postgraduate","Female",48,"Australia","Anglican","Working","Major City","150,001-160,000","2604"
"456","1081058","2016","Coalition","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Environment","Education","No Qualification","Female",76,"Australia","Roman Catholic","Working","Major City","60,001-70,000","2120"
"457","1091741","2016","Coalition","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation","Non-Trade","Female",62,"Australia","Roman Catholic","Working","Major City","30,001-35,000","2518"
"458","1091741","2019","Coalition","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Health","Economy","No Qualification","Female",65,"Australia","Roman Catholic","Working","Large Town","100,001-110,000","2518"
"459","1092276","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","No Difference","No Difference","Labor","No Difference","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","Economy","Superannuation","Undergraduate","Female",57,"Australia","Anglican","None","Major City",">180,000","2135"
"460","1092276","2019","Coalition","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Debt","Superannuation","Undergraduate","Female",60,"Australia","Anglican","Middle","Major City",">180,000","2135"
"461","1102794","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Debt","Economy","Trade","Male",51,"Australia","Anglican","Working","Large Town","<10,000","2529"
"462","1103514","2016","Coalition","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Labor","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Labor","Liberal","Education","Health","Bachelor","Male",69,"NESB","Orthodox","Middle","Major City","15,001-20,000","2206"
"463","1103514","2019","Coalition","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Labor","Liberal","Environment","Debt","Bachelor","Male",72,"NESB","Orthodox","Working","Major City","30,001-35,000","2206"
"464","1105476","2016","Coalition","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Health","Trade","Female",92,"Australia","Methodist","Working","Rural","100,001-110,000","2707"
"465","1116861","2016","Coalition","Quite Important","Not Very Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Liberal","No Difference","Labor","No Difference","Liberal","Labor","No Difference","No Difference","No Difference","Liberal","Superannuation","Health","Associate Diploma","Male",49,"Australia","Roman Catholic","Working","Rural","160,001-180,000","2847"
"466","1118330","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","No Difference","Liberal","Labor","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Health","Superannuation","Trade","Female",74,"Australia","No Religion","Working","Large Town","25,001-30,000","2526"
"467","1127625","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","No Difference","No Difference","Liberal","No Difference","No Difference","No Difference","Superannuation","Economy","Associate Diploma","Male",62,"Australia","Anglican","Working","Major City","90,001-100,000","2153"
"468","1127625","2019","Coalition","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Taxation","Associate Diploma","Male",65,"Australia","Anglican","Working","Major City","90,001-100,000","2153"
"469","1130303","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","No Difference","Liberal","Economy","Immigration","Postgraduate","Male",76,"Australia","Baptist","Middle","Large Country Town","90,001-100,000","2430"
