"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","secondpref","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"493","3036482","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","Liberal","Labor","No Difference","Labor","Labor","No Difference","Education","Health",NA,"Postgraduate","Male",64,"ESB","No Religion","Working","Major City","90,001-100,000","2220"
"494","3044852","2019","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Taxation","Health",NA,"Undergraduate","Male",33,"NESB","Hindu","Working","Large Town","90,001-100,000","2220"
"495","3049937","2016","Liberal","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Liberal","No Difference","Labor","Labor","No Difference","Liberal","No Difference","No Difference","Liberal","Liberal","Economy","Refugees","Coalition","Postgraduate","Male",60,"Australia","Roman Catholic","Middle","Major City","45,001-50,000","2220"
"496","3049937","2019","Liberal","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Extremely Important","Liberal","No Difference","Labor","Labor","Liberal","Labor","No Difference","Labor","No Difference","Liberal","Economy","Education",NA,"Postgraduate","Male",63,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","2220"
"497","3056783","2016","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Economy","Education",NA,"Postgraduate","Female",64,"Australia","Presbyterian","Middle","Large Country Town","160,001-180,000","2460"
"498","3056783","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA,"Postgraduate","Female",67,"Australia","Presbyterian","Working","Large Country Town","150,001-160,000","2460"
"499","3068131","2016","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","Labor","Education","Environment",NA,"Postgraduate","Male",65,"Australia","No Religion","Middle","Rural","45,001-50,000","2484"
"500","3068131","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Refugees",NA,"Postgraduate","Male",68,"Australia","No Religion","Middle","Small Country Town","50,001-60,000","2484"
"501","3068777","2016","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Climate","Immigration",NA,"Non-Trade","Female",67,"Australia","No Religion","Middle","Large Country Town","70,001-80,000","2533"
"502","3077378","2016","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","No Difference","Labor","Labor","Education","Health",NA,"Bachelor","Male",59,"Australia","Methodist","Working","Major City","40,001-45,000","2256"
"503","3077378","2019","Labor","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Not Very Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","No Difference","Health","Superannuation",NA,"Postgraduate","Male",62,"Australia","No Religion","Middle","Major City","45,001-50,000","2256"
"504","3080898","2016","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Labor","Liberal","Health","Climate",NA,"Undergraduate","Male",59,"Australia","Baptist","Working","Rural","25,001-30,000","2445"
"505","3080898","2019","National","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Environment","Climate",NA,"Bachelor","Male",62,"Australia","Anglican","Middle","Rural","35,001-40,000","2445"
"506","3086511","2019","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Immigration","Economy",NA,"No Qualification","Male",74,"Australia","Roman Catholic","Middle","Large Town","30,001-35,000","2641"
"507","3087233","2016","Liberal","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Liberal","No Difference","Labor","Labor","Liberal","Liberal","No Difference","Labor","Liberal","Liberal","Economy","Debt",NA,"Bachelor","Male",38,"Australia","Roman Catholic","Middle","Large Country Town","140,001-150,000","2705"
"508","3087233","2019","Liberal","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Health","Taxation",NA,"Bachelor","Male",41,"Australia","Roman Catholic","Middle","Small Country Town","140,001-150,000","2705"
"509","3105557","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","Liberal","Labor","No Difference","No Difference","No Difference","No Difference","Health","Education",NA,"Bachelor","Female",39,"Australia","Roman Catholic","Working","Major City","35,001-40,000","2148"
"510","3114314","2016","Liberal","Not Very Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Health",NA,"Trade","Male",69,"ESB","Anglican","Middle","Small Country Town","80,001-90,000","2548"
"511","3114314","2019","Liberal","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Superannuation","Health",NA,"Trade","Male",72,"ESB","Anglican","Middle","Small Country Town","100,001-110,000","2548"
"512","3116016","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Economy","Debt",NA,"Trade","Male",82,"Australia","Anglican","Middle","Major City","60,001-70,000","2228"
"513","3119763","2016","Liberal","Not Very Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Labor","No Difference","Liberal","Labor","Liberal","No Difference","No Difference","No Difference","Economy","Superannuation",NA,"Non-Trade","Female",72,"Australia","Roman Catholic","Working","Large Country Town","30,001-35,000","2575"
"514","3124377","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","No Difference","No Difference","Labor","Labor","No Difference","No Difference","Labor","Labor","Labor","No Difference","Education","Environment",NA,"Bachelor","Female",54,"Australia","Orthodox","None","Major City","50,001-60,000","2223"
"515","3125637","2016","Greens","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education","Labor","No Qualification","Female",40,"Australia","Roman Catholic","None","Small Country Town","30,001-35,000","2537"
"516","3125637","2019","Greens","Extremely Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education","Labor","No Qualification","Female",43,"Australia","No Religion","None","Major City","15,001-20,000","2537"
"517","3146370","2016","Liberal","Quite Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important","Quite Important","Liberal","Labor","Liberal","No Difference","Liberal","Liberal","Labor","No Difference","No Difference","Liberal","Education","Debt",NA,"Postgraduate","Female",42,"Australia","Presbyterian","Middle","Major City","160,001-180,000","2305"
"518","3146370","2019","Liberal","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Liberal","No Difference","Liberal","Labor","Liberal","Liberal","Labor","Labor","Liberal","Liberal","Taxation","Education",NA,"Postgraduate","Female",45,"Australia","Presbyterian","Middle","Major City",">180,000","2305"
"519","3149340","2016","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Superannuation","Refugees",NA,"Bachelor","Female",61,"ESB","Christian","Middle","Large Country Town","30,001-35,000","2640"
"520","3149340","2019","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Economy","Superannuation",NA,"Bachelor","Female",64,"ESB","No Religion","Middle","Large Town","25,001-30,000","2640"
"521","3150998","2019","Liberal","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Economy","Taxation",NA,"Non-Trade","Female",56,"NESB","Buddhist","Middle","Major City","150,001-160,000","2101"
"522","3153659","2019","Liberal","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Health","Economy",NA,"Postgraduate","Female",66,"Australia","Methodist","Middle","Major City","50,001-60,000","2121"
"523","3163029","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","No Difference","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Health","Climate",NA,"Non-Trade","Male",73,"ESB","No Religion","Working","Rural","60,001-70,000","2570"
"524","3177296","2016","National","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA,"Non-Trade","Male",60,"Australia","Christian","None","Large Town","40,001-45,000","2444"
"525","3177296","2019","National","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation",NA,"Non-Trade","Male",63,"Australia","Christian Other","None","Large Town","30,001-35,000","2444"
"526","3195510","2016","Greens","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Health","Labor","Non-Trade","Female",69,"ESB","No Religion","Middle","Major City","30,001-35,000","2029"
"527","3195510","2019","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Refugees",NA,"No Qualification","Female",72,"ESB","No Religion","Middle","Major City","35,001-40,000","2029"
"528","3202122","2016","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Economy","Taxation",NA,"Trade","Male",57,"Australia","No Religion","Working","Major City","90,001-100,000","2560"
"529","3202122","2019","Labor","Quite Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","Labor","Economy","Education",NA,"Trade","Male",60,"Australia","No Religion","Working","Large Town","70,001-80,000","2560"
"530","3227101","2016","Labor","Extremely Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Health",NA,"Postgraduate","Male",55,"Australia","No Religion","Working","Major City","50,001-60,000","2044"
"531","3227101","2019","Labor","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Liberal","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Economy","Taxation",NA,"Postgraduate","Male",58,"Australia","Non-Christian Other","Working","Major City","90,001-100,000","2044"
"532","3247062","2019","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Liberal","Labor","Liberal","Labor","Labor","Labor","Liberal","Liberal","Superannuation","Climate",NA,"Associate Diploma","Female",65,"ESB","No Religion","Working","Major City","45,001-50,000","2163"
"533","3261427","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Liberal","Labor","Labor","Labor","Liberal","Liberal","Environment","Health",NA,"No Qualification","Male",71,"Australia","Anglican","Middle","Major City","60,001-70,000","2076"
"534","3268867","2016","National","Not Very Important","Not Very Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","No Difference","Liberal","Labor","No Difference","No Difference","Labor","Liberal","No Difference","Labor","No Difference","Health","Education",NA,"Trade","Male",70,"Australia","Anglican","Middle","Rural","15,001-20,000","2440"
"535","3271710","2016","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Refugees",NA,"No Qualification","Male",68,"Australia","No Religion","Middle","Major City","60,001-70,000","2519"
"536","3271710","2019","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Refugees","Economy",NA,"No Qualification","Male",71,"Australia","Anglican","Middle","Major City","80,001-90,000","2519"
"537","3273010","2019","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Climate","Health",NA,"Bachelor","Male",36,"Australia","Baptist","Middle","Major City","120,001-130,000","2306"
"538","3287411","2016","Labor","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","Health","Refugees",NA,"Non-Trade","Female",56,"Australia","No Religion","None","Small Country Town","20,001-25,000","2582"
"539","3287411","2019","Labor","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Health","Taxation",NA,"Non-Trade","Female",59,"Australia","No Religion","None","Small Country Town","30,001-35,000","2582"
"540","3290244","2016","Liberal","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","Economy","Debt",NA,"Postgraduate","Male",60,"NESB","Jewish","Middle","Major City","15,001-20,000","1355"
"541","3290244","2019","Liberal","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Health",NA,"Postgraduate","Male",63,"NESB","Jewish","Middle","Major City","20,001-25,000","1355"
"542","3294273","2016","Greens","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Economy","Education","Labor","Postgraduate","Male",58,"NESB","No Religion","Upper","Major City",">180,000","2088"
"543","3294273","2019","Greens","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Taxation","Environment","Labor","Postgraduate","Male",61,"NESB","No Religion","Upper","Major City",">180,000","2088"
"544","3299593","2016","Greens","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Refugees","Labor","No Qualification","Female",48,"Australia","No Religion","Middle","Major City",">180,000","2049"
"545","3299593","2019","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Climate",NA,"Trade","Female",51,"Australia","No Religion","Middle","Major City","140,001-150,000","2049"
"546","3324144","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA,"Associate Diploma","Male",74,"Australia","Presbyterian","Middle","Major City","110,001-120,000","2086"
"547","3324144","2019","Liberal","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Health",NA,"Associate Diploma","Male",77,"Australia","Presbyterian","Middle","Major City","70,001-80,000","2086"
"548","3340263","2016","National","Extremely Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","Labor","Liberal","Taxation","Superannuation",NA,"Bachelor","Male",61,"Australia","No Religion","Middle","Large Country Town","90,001-100,000","2800"
"549","3340477","2019","Greens","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Liberal","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Liberal","Liberal","Health","Taxation","Labor","Postgraduate","Female",35,"Australia","No Religion","Middle","Major City","100,001-110,000","2285"
"550","3348167","2016","Greens","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Climate","Health","Labor","Postgraduate","Male",23,"Australia","No Religion","Middle","Major City","15,001-20,000","2007"
"551","3348167","2019","Greens","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Labor","No Difference","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Environment","Taxation","Labor","Postgraduate","Male",26,"Australia","No Religion","Middle","Major City","80,001-90,000","2007"
"552","3368590","2019","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Refugees",NA,"Postgraduate","Female",30,"Australia","No Religion","Middle","Major City","90,001-100,000","2067"
"553","3421668","2016","Labor","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","Liberal","Labor","No Difference","No Difference","Liberal","Liberal","Taxation","Education","Labor","Trade","Male",44,"Australia","No Religion","Working","Large Country Town","70,001-80,000","2527"
"554","3429979","2019","Labor","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Labor","Liberal","No Difference","Labor","No Difference","No Difference","Liberal","Labor","No Difference","No Difference","Immigration","Health",NA,"Postgraduate","Female",71,"Australia","Anglican","Middle","Large Town","60,001-70,000","2753"
"555","3445586","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","No Difference","Liberal","Labor","Labor","No Difference","Labor","Liberal","Labor","Labor","Liberal","Health","Economy",NA,"Postgraduate","Male",46,"NESB","Buddhist","Middle","Major City","80,001-90,000","2154"
"556","3445586","2019","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Taxation","Health",NA,"Postgraduate","Male",49,"NESB","Buddhist","Middle","Major City","80,001-90,000","2154"
"557","3446932","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Refugees","Environment",NA,"Bachelor","Female",72,"ESB","Roman Catholic","Middle","Major City","60,001-70,000","2037"
"558","3491283","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Taxation","Health",NA,"No Qualification","Female",53,"Australia","Anglican","Working","Large Town","60,001-70,000","2541"
"559","3491283","2019","Labor","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA,"Non-Trade","Female",56,"Australia","Anglican","Working","Large Town","120,001-130,000","2541"
"560","3503189","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA,"Trade","Male",68,"Australia","Anglican","Middle","Rural","50,001-60,000","2800"
"561","3503189","2019","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Refugees",NA,"Trade","Male",71,"Australia","Anglican","Middle","Rural","10,001-15,000","2800"
"562","3506670","2016","Greens","Not Very Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Health","Labor","Undergraduate","Male",43,"Australia","Non-Christian Other","Middle","Small Country Town","40,001-45,000","2754"
"563","3506670","2019","Greens","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Education","Health","Labor","Associate Diploma","Male",46,"Australia","Non-Christian Other","Middle","Small Country Town","50,001-60,000","2754"
"564","3513407","2016","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA,"No Qualification","Male",73,"Australia","Anglican","Middle","Major City","90,001-100,000","2075"
"565","3513407","2019","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation",NA,"No Qualification","Male",76,"Australia","Anglican","Middle","Major City","150,001-160,000","2075"
"566","3533271","2016","National","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Superannuation","Taxation",NA,"Postgraduate","Male",55,"Australia","Roman Catholic","Middle","Small Country Town",">180,000","2354"
"567","3533452","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA,"Bachelor","Male",71,"Australia","Anglican","Middle","Major City",">180,000","2090"
"568","3533452","2019","Liberal","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA,"Postgraduate","Male",74,"Australia","Anglican","Middle","Major City","90,001-100,000","2090"
