"","Respondent_ID_2016","year","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"825","2692498","2019","Associate Diploma","Female",65,"Australia","Roman Catholic","Middle","Large Country Town","15,001-20,000","6211"
"827","2693462","2019","Postgraduate","Female",54,"Australia","Anglican","Middle","Major City","140,001-150,000","6162"
"828","2693462","2016","Postgraduate","Male",64,"ESB","No Religion","Middle","Major City","160,001-180,000","6162"
"829","2696376","2019","Bachelor","Male",60,"Australia","No Religion","Middle","Major City",">180,000","6020"
"830","2696376","2016","Bachelor","Male",57,"Australia","No Religion","None","Major City",">180,000","6020"
"831","2717672","2019","Postgraduate","Female",35,"Australia","No Religion","Working","Large Town","80,001-90,000","6612"
"832","2717672","2016","Postgraduate","Female",32,"Australia","No Religion","Middle","Rural","90,001-100,000","6612"
"833","2729903","2019","No Qualification","Female",60,"Australia","Roman Catholic","Working","Major City","50,001-60,000","6164"
"834","2729903","2016","No Qualification","Female",57,"Australia","Roman Catholic","Working","Major City","70,001-80,000","6164"
"835","2731716","2019","Non-Trade","Male",43,"Australia","Christian","Middle","Major City","140,001-150,000","6169"
"836","2731716","2016","Non-Trade","Male",40,"Australia","Christian","Middle","Major City","120,001-130,000","6169"
"837","2733291","2016","Bachelor","Male",80,"ESB","Anglican","Middle","Large Country Town","45,001-50,000","6300"
"838","2733291","2019","Bachelor","Male",83,"ESB","Anglican","Middle","Large Town","20,001-25,000","6300"
"839","2741096","2019","Postgraduate","Male",65,"ESB","No Religion","Middle","Large Town","60,001-70,000","6330"
"840","2741096","2016","Bachelor","Female",62,"Australia","No Religion","Middle","Large Town","50,001-60,000","6330"
"841","2743110","2019","Bachelor","Male",38,"Australia","No Religion","Upper","Major City","120,001-130,000","6003"
"842","2743110","2016","Bachelor","Male",35,"Australia","No Religion","Upper","Major City","80,001-90,000","6003"
"843","2759684","2019","Postgraduate","Female",21,"Australia","Roman Catholic","Working","Major City","30,001-35,000","6210"
"844","2759684","2016","Undergraduate","Female",18,"Australia","Roman Catholic","Working","Large Town","40,001-45,000","6210"
"845","2764429","2016","No Qualification","Female",18,"Australia","No Religion","Middle","Rural","<10,000","6324"
"846","2764429","2019","Bachelor","Female",21,"Australia","No Religion","Working","Rural","15,001-20,000","6324"
"847","2765019","2019","Bachelor","Female",46,"Australia","Buddhist","Middle","Small Country Town","100,001-110,000","6084"
"848","2765019","2016","Associate Diploma","Female",43,"ESB","Buddhist","Working","Small Country Town","25,001-30,000","6084"
"849","2765150","2019","Postgraduate","Male",49,"Australia","Buddhist","None","Major City","10,001-15,000","6000"
"850","2765150","2016","Postgraduate","Male",46,"Australia","Buddhist","None","Major City","15,001-20,000","6000"
"851","2780872","2019","Bachelor","Female",29,"Australia","No Religion","Middle","Major City","80,001-90,000","2615"
"852","2780872","2016","Bachelor","Female",26,"Australia","No Religion","Working","Major City","100,001-110,000","2615"
"853","2783795","2019","Associate Diploma","Female",45,"Australia","No Religion","Middle","Major City",">180,000","2614"
"854","2783795","2016","Associate Diploma","Female",42,"Australia","No Religion","Middle","Major City",">180,000","2614"
"855","2790270","2019","Non-Trade","Female",72,"Australia","Roman Catholic","Middle","Major City","50,001-60,000","2615"
"856","2790270","2016","No Qualification","Female",69,"Australia","Roman Catholic","Middle","Major City","50,001-60,000","2615"
"857","2793046","2019","Bachelor","Male",32,"Australia","Roman Catholic","Middle","Major City",">180,000","2604"
"858","2793046","2016","Bachelor","Male",29,"Australia","Roman Catholic","Middle","Major City",">180,000","2604"
"859","2796509","2019","Bachelor","Male",60,"Australia","No Religion","Middle","Major City",">180,000","2913"
"860","2796509","2016","Bachelor","Male",57,"Australia","Roman Catholic","Middle","Major City",">180,000","2913"
"861","2796526","2019","Postgraduate","Female",75,"ESB","No Religion","Middle","Major City","110,001-120,000","2600"
"862","2796526","2016","Postgraduate","Female",72,"ESB","No Religion","Middle","Major City","100,001-110,000","2600"
"863","2802496","2016","Postgraduate","Female",56,"NESB","Anglican","Middle","Major City",">180,000","2611"
"864","2802496","2019","Postgraduate","Female",59,"NESB","Anglican","None","Major City",">180,000","2611"
"865","2804130","2019","Postgraduate","Female",46,"Australia","Anglican","Middle","Major City","160,001-180,000","2905"
"866","2804130","2016","Postgraduate","Female",43,"Australia","Anglican","Middle","Major City","100,001-110,000","2905"
"868","2805098","2016","Non-Trade","Male",81,"Australia","Methodist","None","Major City","25,001-30,000","2611"
"869","2805273","2019","Non-Trade","Female",49,"Australia","Roman Catholic","Working","Major City","110,001-120,000","2605"
"870","2805273","2016","Non-Trade","Female",46,"Australia","Roman Catholic","Middle","Major City","90,001-100,000","2605"
"871","2812589","2016","Bachelor","Female",31,"Australia","No Religion","Working","Major City","45,001-50,000","2602"
"872","2812589","2019","Bachelor","Female",34,"Australia","No Religion","Working","Major City","60,001-70,000","2602"
"873","2814893","2019","Bachelor","Female",35,"Australia","No Religion","Working","Major City","50,001-60,000","2604"
"874","2814893","2016","No Qualification","Female",32,"Australia","No Religion","Middle","Large Town","45,001-50,000","2604"
"875","2815127","2019","Postgraduate","Female",33,"Australia","Roman Catholic","Middle","Major City",">180,000","2612"
"876","2815127","2016","Postgraduate","Female",30,"Australia","Roman Catholic","Middle","Major City",">180,000","2612"
"877","2815736","2019","Postgraduate","Female",37,"Australia","No Religion","Middle","Major City",">180,000","2612"
"878","2815736","2016","Postgraduate","Female",34,"Australia","No Religion","Middle","Major City","90,001-100,000","2612"
"879","2818727","2019","No Qualification","Male",57,"Australia","No Religion","Middle","Major City",">180,000","2612"
"880","2818727","2016","No Qualification","Male",54,"Australia","No Religion","Middle","Major City",">180,000","2612"
"881","2820816","2019","Bachelor","Male",36,"Australia","Roman Catholic","Middle","Major City",">180,000","2914"
"882","2820816","2016","Bachelor","Male",33,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","2914"
"883","2828488","2019","Bachelor","Male",63,"Australia","Methodist","Middle","Major City",">180,000","2100"
"884","2828488","2016","Bachelor","Male",60,"Australia","Methodist","Middle","Major City",">180,000","2100"
"885","2833765","2019","Postgraduate","Female",49,"Australia","No Religion","Middle","Major City",">180,000","2064"
"886","2833765","2016","Postgraduate","Female",46,"Australia","No Religion","Middle","Major City",">180,000","2064"
"887","2840986","2019","Postgraduate","Female",70,"Australia","Anglican","Middle","Major City","130,001-140,000","2131"
"888","2840986","2016","Postgraduate","Female",67,"Australia","No Religion","Middle","Major City","120,001-130,000","2131"
"889","2849206","2016","Non-Trade","Female",62,"Australia","Roman Catholic","Middle","Large Town","30,001-35,000","2197"
"890","2849206","2019","No Qualification","Female",65,"Australia","Roman Catholic","Middle","Large Town","25,001-30,000","2197"
"891","2861839","2016","Bachelor","Female",52,"Australia","No Religion","Middle","Large Town","160,001-180,000","2280"
"892","2861839","2019","Bachelor","Female",55,"Australia","No Religion","Middle","Large Town","160,001-180,000","2280"
"894","2865072","2016","No Qualification","Male",67,"Australia","Anglican","Working","Large Town","50,001-60,000","2280"
"895","2866919","2019","No Qualification","Male",67,"NESB","No Religion","Working","Major City","20,001-25,000","2192"
"896","2866919","2016","No Qualification","Male",64,"NESB","No Religion","Working","Major City","100,001-110,000","2192"
"897","2869570","2016","Associate Diploma","Male",58,"Australia","Anglican","None","Major City","160,001-180,000","2251"
"898","2869570","2019","Associate Diploma","Male",61,"Australia","Anglican","Middle","Major City","130,001-140,000","2251"
"899","2877666","2016","Postgraduate","Male",65,"Australia","Anglican","Working","Major City","80,001-90,000","2148"
"900","2877666","2019","Postgraduate","Male",68,"Australia","Anglican","Middle","Major City","90,001-100,000","2148"
"901","2888319","2019","Bachelor","Male",69,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","2026"
"902","2888319","2016","Bachelor","Male",66,"Australia","Roman Catholic","Middle","Major City","110,001-120,000","2026"
"903","2893674","2019","Non-Trade","Male",87,"Australia","No Religion","Middle","Small Country Town","35,001-40,000","2576"
"904","2893674","2016","No Qualification","Male",84,"Australia","No Religion","Working","Small Country Town","35,001-40,000","2576"
"905","2897736","2016","Trade","Male",65,"Australia","Roman Catholic","Middle","Large Country Town","15,001-20,000","2880"
"906","2897736","2019","Trade","Male",68,"Australia","Roman Catholic","Working","Large Country Town","25,001-30,000","2880"
"907","2899872","2016","Undergraduate","Male",21,"Australia","Anglican","Middle","Small Country Town","70,001-80,000","2483"
"908","2899872","2019","Bachelor","Male",24,"Australia","No Religion","Working","Small Country Town","<10,000","2483"
"909","2899974","2019","Bachelor","Female",70,"Australia","No Religion","Working","Major City","15,001-20,000","2516"
"910","2899974","2016","Bachelor","Female",67,"Australia","No Religion","Working","Large Town","15,001-20,000","2516"
"911","2901049","2019","Postgraduate","Male",53,"Australia","Methodist","Middle","Major City","120,001-130,000","2024"
"912","2901049","2016","Postgraduate","Male",51,"Australia","Methodist","Middle","Major City","120,001-130,000","2024"
"913","2907736","2016","Postgraduate","Male",32,"Australia","No Religion","Middle","Major City","110,001-120,000","2062"
"914","2907736","2019","Postgraduate","Male",35,"Australia","No Religion","Middle","Major City","140,001-150,000","2062"
"915","2913432","2016","No Qualification","Male",46,"Australia","No Religion","Working","Large Town","100,001-110,000","2570"
"916","2913432","2019","No Qualification","Male",49,"Australia","No Religion","Working","Large Town","120,001-130,000","2570"
"917","2916057","2019","Bachelor","Female",24,"NESB","No Religion","Working","Major City","100,001-110,000","2218"
"918","2916057","2016","Bachelor","Female",21,"NESB","No Religion","Working","Major City","110,001-120,000","2218"
"919","2916560","2019","Postgraduate","Male",47,"Australia","Roman Catholic","Middle","Major City",">180,000","2118"
"920","2916560","2016","Postgraduate","Male",44,"Australia","Roman Catholic","Middle","Major City",">180,000","2118"
"921","2929038","2016","Bachelor","Female",59,"Australia","Roman Catholic","Middle","Major City","90,001-100,000","2008"
"922","2929038","2019","Bachelor","Female",62,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","2008"
"923","2929474","2016","Bachelor","Female",73,"Australia","Roman Catholic","None","Major City","20,001-25,000","2170"
"924","2929474","2019","Bachelor","Female",76,"Australia","Roman Catholic","Middle","Major City","25,001-30,000","2170"
"925","2931354","2016","Bachelor","Female",66,"Australia","Anglican","Middle","Major City","25,001-30,000","2126"
"926","2931354","2019","Bachelor","Female",69,"Australia","Methodist","Middle","Major City","30,001-35,000","2126"
"927","2932606","2019","Non-Trade","Female",41,"Australia","No Religion","Middle","Small Country Town","120,001-130,000","2630"
"928","2932606","2016","No Qualification","Female",38,"Australia","No Religion","Middle","Small Country Town","90,001-100,000","2630"
"930","2935352","2016","Non-Trade","Male",59,"Australia","Anglican","Working","Rural","35,001-40,000","2460"
"931","2956651","2016","Bachelor","Female",45,"Australia","Buddhist","Working","Major City","100,001-110,000","2767"
"932","2956651","2019","Bachelor","Female",48,"Australia","Buddhist","Working","Major City","100,001-110,000","2767"
"933","2961680","2016","Postgraduate","Female",45,"Australia","Roman Catholic","Working","Major City","70,001-80,000","2558"
"934","2961680","2019","Postgraduate","Female",48,"Australia","No Religion","Middle","Major City","80,001-90,000","2558"
"935","2970784","2019","Bachelor","Male",52,"Australia","Roman Catholic","Upper","Major City",">180,000","2101"
"936","2970784","2016","Postgraduate","Male",49,"Australia","Roman Catholic","Upper","Major City",">180,000","2101"
"937","2982605","2019","Non-Trade","Female",70,"Australia","Anglican","Working","Large Town","80,001-90,000","2250"
"938","2982605","2016","No Qualification","Female",67,"Australia","Anglican","Working","Large Town","160,001-180,000","2250"
"939","2985739","2016","Bachelor","Male",56,"Australia","No Religion","Middle","Large Town","120,001-130,000","2257"
"940","2985739","2019","Bachelor","Male",59,"Australia","No Religion","Middle","Major City","160,001-180,000","2257"
"941","2986196","2016","No Qualification","Female",68,"Australia","Anglican","None","Major City","30,001-35,000","2759"
"942","2986196","2019","Non-Trade","Female",71,"Australia","No Religion","None","Major City","25,001-30,000","2759"
"943","2995901","2019","No Qualification","Female",25,"Australia","No Religion","Working","Large Town","50,001-60,000","2087"
"944","2995901","2016","No Qualification","Female",22,"Australia","No Religion","Working","Large Town","50,001-60,000","2087"
"945","2996607","2019","Bachelor","Female",64,"Australia","No Religion","Middle","Small Country Town","100,001-110,000","2428"
"946","2996607","2016","Bachelor","Female",61,"Australia","No Religion","Working","Small Country Town","90,001-100,000","2428"
"947","3000520","2016","No Qualification","Female",63,"Australia","Anglican","Working","Major City","50,001-60,000","2111"
"948","3000520","2019","No Qualification","Female",66,"Australia","Anglican","Working","Major City","40,001-45,000","2111"
"949","3005734","2016","Trade","Male",65,"ESB","Roman Catholic","Working","Major City","90,001-100,000","2745"
"950","3005734","2019","Trade","Male",68,"ESB","Roman Catholic","Middle","Small Country Town","25,001-30,000","2745"
"951","3013248","2016","Bachelor","Female",25,"Australia","Orthodox","Middle","Major City","130,001-140,000","2768"
"952","3013248","2019","Bachelor","Female",28,"Australia","Orthodox","Middle","Major City","110,001-120,000","2768"
"953","3019455","2019","Undergraduate","Male",66,"Australia","Methodist","Middle","Major City","20,001-25,000","2072"
"954","3019455","2016","Undergraduate","Male",63,"Australia","Methodist","Middle","Major City","70,001-80,000","2072"
"955","3019653","2019","Postgraduate","Female",62,"Australia","Roman Catholic","Middle","Large Town",">180,000","2460"
"956","3019653","2016","Postgraduate","Female",59,"Australia","Roman Catholic","Middle","Large Town",">180,000","2460"
"957","3028798","2016","No Qualification","Female",70,"Australia","Roman Catholic","Middle","Small Country Town","20,001-25,000","2722"
"958","3028798","2019","No Qualification","Female",73,"Australia","Roman Catholic","Middle","Small Country Town","25,001-30,000","2722"
"959","3036039","2016","Postgraduate","Female",62,"Australia","No Religion","Middle","Major City",">180,000","2303"
"960","3036039","2019","Postgraduate","Female",65,"Australia","Anglican","Middle","Major City","15,001-20,000","2303"
"961","3036345","2019","Associate Diploma","Female",52,"Australia","Methodist","Middle","Major City","110,001-120,000","2170"
"962","3036345","2016","Non-Trade","Female",49,"Australia","Methodist","Middle","Major City","160,001-180,000","2170"
"963","3036482","2019","Postgraduate","Male",64,"ESB","No Religion","Working","Major City","90,001-100,000","2220"
"964","3036482","2016","Bachelor","Male",61,"ESB","No Religion","Middle","Major City","90,001-100,000","2220"
"965","3044852","2016","Undergraduate","Male",30,"NESB","Hindu","Working","Major City","60,001-70,000","2220"
"966","3044852","2019","Undergraduate","Male",33,"NESB","Hindu","Working","Large Town","90,001-100,000","2220"
"967","3046036","2016","Postgraduate","Female",33,"Australia","No Religion","Working","Major City",">180,000","2530"
"968","3046036","2019","Undergraduate","Female",36,"Australia","Methodist","Working","Major City","120,001-130,000","2530"
"969","3049937","2019","Postgraduate","Male",63,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","2220"
"970","3049937","2016","Postgraduate","Male",60,"Australia","Roman Catholic","Middle","Major City","45,001-50,000","2220"
"971","3056783","2019","Postgraduate","Female",67,"Australia","Presbyterian","Working","Large Country Town","150,001-160,000","2460"
"972","3056783","2016","Postgraduate","Female",64,"Australia","Presbyterian","Middle","Large Country Town","160,001-180,000","2460"
"973","3059352","2016","Trade","Male",50,"Australia","No Religion","Working","Rural","50,001-60,000","2480"
"974","3059352","2019","Trade","Male",53,"Australia","No Religion","Working","Rural","30,001-35,000","2480"
"975","3068131","2019","Postgraduate","Male",68,"Australia","No Religion","Middle","Small Country Town","50,001-60,000","2484"
"976","3068131","2016","Postgraduate","Male",65,"Australia","No Religion","Middle","Rural","45,001-50,000","2484"
"978","3068777","2016","Non-Trade","Female",67,"Australia","No Religion","Middle","Large Country Town","70,001-80,000","2533"
"979","3077378","2019","Postgraduate","Male",62,"Australia","No Religion","Middle","Major City","45,001-50,000","2256"
"980","3077378","2016","Bachelor","Male",59,"Australia","Methodist","Working","Major City","40,001-45,000","2256"
"981","3080898","2016","Undergraduate","Male",59,"Australia","Baptist","Working","Rural","25,001-30,000","2445"
"982","3080898","2019","Bachelor","Male",62,"Australia","Anglican","Middle","Rural","35,001-40,000","2445"
"983","3081039","2019","Associate Diploma","Male",67,"Australia","No Religion","Middle","Major City","110,001-120,000","2299"
"984","3081039","2016","Associate Diploma","Male",64,"Australia","Presbyterian","Working","Major City","110,001-120,000","2299"
"985","3086511","2016","No Qualification","Male",71,"Australia","Roman Catholic","Middle","Large Town","40,001-45,000","2641"
"986","3086511","2019","No Qualification","Male",74,"Australia","Roman Catholic","Middle","Large Town","30,001-35,000","2641"
"987","3087233","2016","Bachelor","Male",38,"Australia","Roman Catholic","Middle","Large Country Town","140,001-150,000","2705"
"988","3087233","2019","Bachelor","Male",41,"Australia","Roman Catholic","Middle","Small Country Town","140,001-150,000","2705"
"989","3089742","2016","No Qualification","Male",70,"Australia","Anglican","Working","Major City","70,001-80,000","2750"
"990","3089742","2019","Non-Trade","Male",73,"Australia","Anglican","Working","Major City","70,001-80,000","2750"
"991","3093020","2019","Bachelor","Female",39,"NESB","Baptist","Working","Major City","80,001-90,000","2141"
"992","3093020","2016","Bachelor","Female",36,"NESB","Baptist","Working","Major City","70,001-80,000","2141"
"993","3105557","2016","Bachelor","Female",39,"Australia","Roman Catholic","Working","Major City","35,001-40,000","2148"
"994","3105557","2019","Bachelor","Female",42,"Australia","No Religion","Working","Major City","25,001-30,000","2148"
"995","3107312","2016","Undergraduate","Male",31,"Australia","No Religion","Middle","Major City","120,001-130,000","2035"
"997","3114314","2016","Trade","Male",69,"ESB","Anglican","Middle","Small Country Town","80,001-90,000","2548"
"998","3114314","2019","Trade","Male",72,"ESB","Anglican","Middle","Small Country Town","100,001-110,000","2548"
"999","3116016","2019","Postgraduate","Male",53,"Australia","Anglican","Middle","Major City","100,001-110,000","2228"
"1000","3116016","2016","Trade","Male",82,"Australia","Anglican","Middle","Major City","60,001-70,000","2228"
"1001","3119601","2016","Associate Diploma","Female",56,"Australia","No Religion","Working","Major City","100,001-110,000","2566"
"1002","3119601","2019","Associate Diploma","Female",59,"Australia","No Religion","Working","Major City","120,001-130,000","2566"
"1003","3119763","2016","Non-Trade","Female",72,"Australia","Roman Catholic","Working","Large Country Town","30,001-35,000","2575"
"1005","3124377","2016","Bachelor","Female",51,"Australia","Orthodox","Working","Major City","60,001-70,000","2223"
"1006","3124377","2019","Bachelor","Female",54,"Australia","Orthodox","None","Major City","50,001-60,000","2223"
"1007","3125637","2016","No Qualification","Female",40,"Australia","Roman Catholic","None","Small Country Town","30,001-35,000","2537"
"1008","3125637","2019","No Qualification","Female",43,"Australia","No Religion","None","Major City","15,001-20,000","2537"
"1009","3146370","2019","Postgraduate","Female",45,"Australia","Presbyterian","Middle","Major City",">180,000","2305"
"1010","3146370","2016","Postgraduate","Female",42,"Australia","Presbyterian","Middle","Major City","160,001-180,000","2305"
"1011","3149340","2016","Bachelor","Female",61,"ESB","Christian","Middle","Large Country Town","30,001-35,000","2640"
"1012","3149340","2019","Bachelor","Female",64,"ESB","No Religion","Middle","Large Town","25,001-30,000","2640"
"1013","3150998","2016","Trade","Female",53,"NESB","Buddhist","Middle","Major City","150,001-160,000","2101"
"1014","3150998","2019","Non-Trade","Female",56,"NESB","Buddhist","Middle","Major City","150,001-160,000","2101"
"1015","3153659","2016","Postgraduate","Female",63,"Australia","Anglican","Middle","Major City","120,001-130,000","2121"
"1016","3153659","2019","Postgraduate","Female",66,"Australia","Methodist","Middle","Major City","50,001-60,000","2121"
"1017","3163029","2019","Non-Trade","Male",73,"ESB","No Religion","Working","Rural","60,001-70,000","2570"
"1018","3163029","2016","No Qualification","Male",70,"ESB","No Religion","Working","Rural","50,001-60,000","2570"
"1019","3177296","2016","Non-Trade","Male",60,"Australia","Christian","None","Large Town","40,001-45,000","2444"
"1020","3177296","2019","Non-Trade","Male",63,"Australia","Christian Other","None","Large Town","30,001-35,000","2444"
"1021","3189810","2016","Trade","Female",62,"Australia","Anglican","Working","Small Country Town","60,001-70,000","2343"
"1022","3189810","2019","Trade","Female",65,"Australia","Anglican","Middle","Small Country Town","60,001-70,000","2343"
"1023","3193161","2016","Bachelor","Male",45,"NESB","No Religion","Middle","Major City","110,001-120,000","2039"
"1024","3193161","2019","Postgraduate","Male",48,"NESB","No Religion","Middle","Major City","110,001-120,000","2039"
"1025","3195510","2019","No Qualification","Female",72,"ESB","No Religion","Middle","Major City","35,001-40,000","2029"
"1026","3195510","2016","Non-Trade","Female",69,"ESB","No Religion","Middle","Major City","30,001-35,000","2029"
"1027","3202122","2016","Trade","Male",57,"Australia","No Religion","Working","Major City","90,001-100,000","2560"
"1028","3202122","2019","Trade","Male",60,"Australia","No Religion","Working","Large Town","70,001-80,000","2560"
"1029","3203911","2016","No Qualification","Female",79,"NESB","Roman Catholic","Middle","Large Town","25,001-30,000","2112"
"1030","3203911","2019","No Qualification","Female",82,"NESB","Roman Catholic","Working","Large Town","25,001-30,000","2112"
"1031","3227101","2016","Postgraduate","Male",55,"Australia","No Religion","Working","Major City","50,001-60,000","2044"
"1032","3227101","2019","Postgraduate","Male",58,"Australia","Non-Christian Other","Working","Major City","90,001-100,000","2044"
"1033","3247062","2016","Associate Diploma","Female",62,"ESB","Anglican","Working","Major City","100,001-110,000","2163"
"1034","3247062","2019","Associate Diploma","Female",65,"ESB","No Religion","Working","Major City","45,001-50,000","2163"
"1035","3261427","2019","No Qualification","Male",71,"Australia","Anglican","Middle","Major City","60,001-70,000","2076"
"1036","3261427","2016","No Qualification","Male",68,"Australia","Anglican","Middle","Major City","50,001-60,000","2076"
"1037","3268867","2016","Trade","Male",70,"Australia","Anglican","Middle","Rural","15,001-20,000","2440"
"1038","3268867","2019","Trade","Male",73,"Australia","Anglican","Working","Large Country Town","25,001-30,000","2440"
"1039","3271710","2016","No Qualification","Male",68,"Australia","No Religion","Middle","Major City","60,001-70,000","2519"
"1040","3271710","2019","No Qualification","Male",71,"Australia","Anglican","Middle","Major City","80,001-90,000","2519"
"1041","3273010","2016","Bachelor","Male",33,"Australia","Baptist","Middle","Major City","110,001-120,000","2306"
"1042","3273010","2019","Bachelor","Male",36,"Australia","Baptist","Middle","Major City","120,001-130,000","2306"
"1043","3287411","2019","Non-Trade","Female",59,"Australia","No Religion","None","Small Country Town","30,001-35,000","2582"
"1044","3287411","2016","Non-Trade","Female",56,"Australia","No Religion","None","Small Country Town","20,001-25,000","2582"
"1045","3290244","2016","Postgraduate","Male",60,"NESB","Jewish","Middle","Major City","15,001-20,000","1355"
"1046","3290244","2019","Postgraduate","Male",63,"NESB","Jewish","Middle","Major City","20,001-25,000","1355"
"1047","3294273","2016","Postgraduate","Male",58,"NESB","No Religion","Upper","Major City",">180,000","2088"
"1048","3294273","2019","Postgraduate","Male",61,"NESB","No Religion","Upper","Major City",">180,000","2088"
"1049","3299593","2016","No Qualification","Female",48,"Australia","No Religion","Middle","Major City",">180,000","2049"
"1050","3299593","2019","Trade","Female",51,"Australia","No Religion","Middle","Major City","140,001-150,000","2049"
"1052","3316592","2016","No Qualification","Female",87,"Australia","Presbyterian","Working","Large Town","20,001-25,000","2650"
"1053","3320837","2016","Postgraduate","Female",69,"Australia","No Religion","Middle","Major City","110,001-120,000","2065"
"1054","3320837","2019","Postgraduate","Female",72,"Australia","No Religion","Middle","Major City","110,001-120,000","2065"
"1055","3324144","2019","Associate Diploma","Male",77,"Australia","Presbyterian","Middle","Major City","70,001-80,000","2086"
"1056","3324144","2016","Associate Diploma","Male",74,"Australia","Presbyterian","Middle","Major City","110,001-120,000","2086"
"1057","3335231","2019","Postgraduate","Female",75,"ESB","Anglican","Middle","Large Country Town","50,001-60,000","2350"
"1058","3335231","2016","Postgraduate","Female",72,"ESB","Anglican","Working","Large Country Town","45,001-50,000","2350"
"1059","3340263","2019","Bachelor","Male",64,"Australia","Roman Catholic","Middle","Large Town","120,001-130,000","2800"
"1060","3340263","2016","Bachelor","Male",61,"Australia","No Religion","Middle","Large Country Town","90,001-100,000","2800"
"1061","3340477","2016","Postgraduate","Female",32,"Australia","No Religion","Working","Major City","60,001-70,000","2285"
"1062","3340477","2019","Postgraduate","Female",35,"Australia","No Religion","Middle","Major City","100,001-110,000","2285"
"1064","3342332","2016","No Qualification","Female",60,"ESB","No Religion","Working","Small Country Town","90,001-100,000","2478"
"1065","3348167","2016","Postgraduate","Male",23,"Australia","No Religion","Middle","Major City","15,001-20,000","2007"
"1066","3348167","2019","Postgraduate","Male",26,"Australia","No Religion","Middle","Major City","80,001-90,000","2007"
"1067","3352376","2016","Bachelor","Female",23,"Australia","No Religion","Middle","Major City","80,001-90,000","2011"
"1068","3352376","2019","Postgraduate","Female",26,"Australia","No Religion","Middle","Major City","120,001-130,000","2011"
"1069","3368590","2016","Postgraduate","Female",27,"Australia","No Religion","Middle","Major City","120,001-130,000","2067"
"1070","3368590","2019","Postgraduate","Female",30,"Australia","No Religion","Middle","Major City","90,001-100,000","2067"
"1072","3376119","2016","Bachelor","Male",37,"Australia","No Religion","Middle","Major City","160,001-180,000","2099"
"1073","3416580","2016","Non-Trade","Female",71,"ESB","Pentecostalism","Working","Small Country Town","20,001-25,000","2470"
"1075","3421668","2016","Trade","Male",44,"Australia","No Religion","Working","Large Country Town","70,001-80,000","2527"
"1076","3421668","2019","Trade","Male",47,"Australia","No Religion","Working","Large Town","70,001-80,000","2527"
"1077","3423543","2016","No Qualification","Female",76,"Australia","Roman Catholic","Middle","Small Country Town","<10,000","2582"
"1078","3423543","2019","No Qualification","Female",79,"Australia","Roman Catholic","Middle","Large Country Town","10,001-15,000","2582"
"1079","3429979","2019","Postgraduate","Female",71,"Australia","Anglican","Middle","Large Town","60,001-70,000","2753"
"1080","3429979","2016","Bachelor","Female",68,"Australia","Anglican","Middle","Large Country Town","60,001-70,000","2753"
"1081","3445586","2016","Postgraduate","Male",46,"NESB","Buddhist","Middle","Major City","80,001-90,000","2154"
"1082","3445586","2019","Postgraduate","Male",49,"NESB","Buddhist","Middle","Major City","80,001-90,000","2154"
"1084","3446932","2019","Bachelor","Female",72,"ESB","Roman Catholic","Middle","Major City","60,001-70,000","2037"
"1085","3448427","2016","Associate Diploma","Female",47,"Australia","Presbyterian","None","Major City","50,001-60,000","2146"
"1086","3448427","2019","Non-Trade","Female",50,"Australia","Presbyterian","None","Large Town","40,001-45,000","2146"
"1087","3491283","2016","No Qualification","Female",53,"Australia","Anglican","Working","Large Town","60,001-70,000","2541"
"1088","3491283","2019","Non-Trade","Female",56,"Australia","Anglican","Working","Large Town","120,001-130,000","2541"
"1089","3503189","2019","Trade","Male",71,"Australia","Anglican","Middle","Rural","10,001-15,000","2800"
"1090","3503189","2016","Trade","Male",68,"Australia","Anglican","Middle","Rural","50,001-60,000","2800"
"1091","3506670","2016","Undergraduate","Male",43,"Australia","Non-Christian Other","Middle","Small Country Town","40,001-45,000","2754"
"1092","3506670","2019","Associate Diploma","Male",46,"Australia","Non-Christian Other","Middle","Small Country Town","50,001-60,000","2754"
"1093","3513407","2016","No Qualification","Male",73,"Australia","Anglican","Middle","Major City","90,001-100,000","2075"
"1094","3513407","2019","No Qualification","Male",76,"Australia","Anglican","Middle","Major City","150,001-160,000","2075"
"1095","3528220","2016","Postgraduate","Female",52,"Australia","Roman Catholic","None","Rural","15,001-20,000","2800"
"1097","3533271","2019","Postgraduate","Male",58,"Australia","Roman Catholic","Middle","Rural",">180,000","2354"
"1098","3533271","2016","Postgraduate","Male",55,"Australia","Roman Catholic","Middle","Small Country Town",">180,000","2354"
"1099","3533452","2016","Bachelor","Male",71,"Australia","Anglican","Middle","Major City",">180,000","2090"
"1100","3533452","2019","Postgraduate","Male",74,"Australia","Anglican","Middle","Major City","90,001-100,000","2090"
"1101","3546918","2016","Bachelor","Male",68,"Australia","Presbyterian","Middle","Rural","140,001-150,000","2478"
"1102","3546918","2019","Bachelor","Male",71,"Australia","No Religion","Middle","Rural","130,001-140,000","2478"
"1103","3553117","2016","Bachelor","Female",61,"Australia","Methodist","Middle","Major City","70,001-80,000","2096"
